pickup_datetime,pickup_lat,pickup_lon,payment_method,dropoff_datetime,dropoff_lat,dropoff_lon,fare_amount
2025-01-11 13:09:23.850374,18.447775040779153,73.99135662915296,Cash,2025-01-11 13:53:23.850374,18.354922931306604,74.07217554804168,301.0823374418272
2025-01-17 23:23:23.850374,18.421938408905465,73.998492676045,Cash,2025-01-17 23:48:23.850374,18.397432900169473,74.02877690748622,148.98731268376264
2024-12-30 01:55:23.850374,18.48324648076838,73.86940137947707,Cash,2024-12-30 02:15:23.850374,18.49523418294645,73.81495974441167,168.94470695159887
2025-01-22 15:45:23.850374,18.4265338279072,73.92441415772821,UPI,2025-01-22 16:56:23.850374,18.355117918978397,73.87097221521745,314.9659221667107
2025-01-19 23:29:23.850374,18.56337391502713,73.81610947501181,Cash,2025-01-20 00:07:23.850374,18.528985609524845,73.90481666958576,257.70984502692227
2024-12-25 20:28:23.850374,18.557742115172275,73.99751362175768,UPI,2024-12-25 20:42:23.850374,18.550918694689393,73.94354790064908,148.38107279206386
2025-01-10 09:34:23.850374,18.43347740039065,73.75492784882833,UPI,2025-01-10 10:49:23.850374,18.36038666825988,73.7144239259756,304.52078533205093
2025-01-20 00:20:23.850374,18.61221945124068,73.90175076066726,UPI,2025-01-20 00:40:23.850374,18.706683137046,73.99624649656626,275.7349745636289
2025-01-12 00:37:23.850374,18.41057201155978,73.85849224314035,Card,2025-01-12 01:32:23.850374,18.471574980537348,73.94204427825159,293.3741528726277
2025-01-12 17:25:23.850374,18.432723412345393,73.7919777199283,UPI,2025-01-12 17:35:23.850374,18.460407863396618,73.7952323953902,105.24796943666259
2025-01-22 01:25:23.850374,18.474837269609548,73.8949942808709,UPI,2025-01-22 02:15:23.850374,18.475553314760365,73.94764969787093,214.13349070530202
2024-12-27 02:52:23.850374,18.57006674575255,73.96567818987889,Card,2024-12-27 04:00:23.850374,18.626063055809716,73.94681787109303,259.5353801849709
2025-01-16 23:26:23.850374,18.462595820243124,73.9001568944214,Cash,2025-01-17 00:33:23.850374,18.51487817974531,73.84401078685146,294.9983972286115
2024-12-31 08:29:23.850374,18.46254920275303,73.94456079888884,Card,2024-12-31 09:45:23.850374,18.541411860222848,74.00008283978026,339.10418271307725
2025-01-21 01:15:23.850374,18.4108057222279,73.91959196531454,Cash,2025-01-21 02:43:23.850374,18.457543583174296,73.84367477711396,339.39551682424946
2024-12-30 08:30:23.850374,18.588141887590947,73.8728905616028,UPI,2024-12-30 09:12:23.850374,18.534756144450174,73.90109791260146,210.92815057110226
2025-01-21 03:13:23.850374,18.44460217917104,73.83030532540161,UPI,2025-01-21 04:16:23.850374,18.448172531828266,73.75979788458433,267.56035587219276
2025-01-18 10:13:23.850374,18.420338938248673,73.83106216098015,Cash,2025-01-18 10:54:23.850374,18.485503521174063,73.86501459226548,234.77976698640524
2024-12-24 04:34:23.850374,18.628962850395496,73.98433349724174,UPI,2024-12-24 04:56:23.850374,18.69673652683547,73.98416090579117,180.30363018981248
2025-01-12 01:15:23.850374,18.5849025605197,73.85642011137017,Cash,2025-01-12 02:09:23.850374,18.574873998145083,73.87278823831674,183.89323479463994
2025-01-12 10:16:23.850374,18.563674786715787,73.91117479340151,Card,2025-01-12 11:04:23.850374,18.58452363659412,73.995895580551,263.9958828819059
2025-01-03 06:55:23.850374,18.42575641846239,73.91759559044228,Card,2025-01-03 08:07:23.850374,18.42266691114996,73.92606216737036,200.325601086221
2025-01-02 13:53:23.850374,18.59601458767039,73.81915998283154,Cash,2025-01-02 14:16:23.850374,18.597905259691853,73.80213739030454,115.92506920585679
2024-12-24 07:06:23.850374,18.565998759266026,73.8910032360855,UPI,2024-12-24 07:23:23.850374,18.65931296380569,73.96226221906186,233.63353768011703
2025-01-09 20:13:23.850374,18.56510986869074,73.79280538827253,Card,2025-01-09 21:04:23.850374,18.58748685545746,73.87922966105813,277.94542270217005
2025-01-02 02:02:23.850374,18.4558516139857,73.79012539363212,Card,2025-01-02 03:08:23.850374,18.36871660462571,73.78677456250317,305.62757441113985
2025-01-14 21:11:23.850374,18.419103160105895,73.8182481231795,Wallet,2025-01-14 21:44:23.850374,18.504391550006904,73.76779302855273,253.878729431375
2025-01-15 07:38:23.850374,18.61670277289122,73.82995669679106,Wallet,2025-01-15 08:24:23.850374,18.528090188667623,73.75557819529892,286.2503436124769
2025-01-01 09:04:23.850374,18.498699663687685,73.80197002924534,Card,2025-01-01 10:11:23.850374,18.553547142597345,73.82511581678342,264.75597716730266
2025-01-20 11:44:23.850374,18.547157311596987,73.8598611903535,Card,2025-01-20 11:54:23.850374,18.50353420071579,73.91192716098881,164.32543465909097
2025-01-15 16:45:23.850374,18.45962586427888,73.98732433336188,Cash,2025-01-15 18:06:23.850374,18.504445961919206,74.06777216593711,325.0611702137872
2025-01-21 20:20:23.850374,18.462184808757264,73.96322239361328,Cash,2025-01-21 21:04:23.850374,18.50365663670674,74.0455387682103,257.4400304036556
2025-01-22 12:10:23.850374,18.49632118440937,73.78492188778209,UPI,2025-01-22 12:34:23.850374,18.519218710427907,73.79874656377113,140.26614546048216
2025-01-13 19:58:23.850374,18.58007180194677,73.75502227582,UPI,2025-01-13 20:14:23.850374,18.569427481758083,73.72622383793662,119.24853056076368
2025-01-14 02:15:23.850374,18.626156605173204,73.79950368354658,UPI,2025-01-14 03:26:23.850374,18.60020560443539,73.75593218529151,254.6086373220854
2024-12-27 03:07:23.850374,18.530484482197217,73.87637786883428,Cash,2024-12-27 03:22:23.850374,18.523953977874626,73.80535431989937,179.7110765006146
2024-12-26 05:47:23.850374,18.609699254018143,73.83848059893253,Card,2024-12-26 06:22:23.850374,18.580209589960905,73.79719850419787,193.0975498584712
2025-01-10 17:52:23.850374,18.446245258522257,73.76853196384509,Cash,2025-01-10 19:00:23.850374,18.462852363807812,73.81006872394688,250.29884220719654
2025-01-21 14:49:23.850374,18.420006943550995,73.89680315580031,Cash,2025-01-21 15:11:23.850374,18.430897824616757,73.90681570603937,111.5846398761316
2025-01-19 01:48:23.850374,18.483546234544825,73.88640183845159,UPI,2025-01-19 03:10:23.850374,18.541133202337626,73.82247905500266,327.85301207997696
2025-01-02 10:24:23.850374,18.495897835869137,73.96675603029017,UPI,2025-01-02 11:09:23.850374,18.412863817796442,73.93551358452261,263.8284630691786
2025-01-09 02:58:23.850374,18.579430532884263,73.81437678851519,Wallet,2025-01-09 03:42:23.850374,18.51351927232045,73.77906667536989,229.09142375309096
2025-01-18 18:58:23.850374,18.535727734807622,73.99070823352871,Card,2025-01-18 19:56:23.850374,18.535295449904915,74.00469963018908,176.00732413850972
2025-01-11 16:16:23.850374,18.614273609163167,73.83111599292505,UPI,2025-01-11 17:15:23.850374,18.53346682720051,73.85505605257069,287.319445402222
2025-01-11 03:18:23.850374,18.448485032511247,73.8502648422289,Card,2025-01-11 04:14:23.850374,18.366466062470465,73.90825510018708,298.1408933452829
2025-01-22 01:03:23.850374,18.41217913038344,73.96983913997025,Cash,2025-01-22 01:48:23.850374,18.372312274169644,73.93996514618617,209.93078436033403
2025-01-16 16:35:23.850374,18.427609289644796,73.91743678599447,UPI,2025-01-16 18:02:23.850374,18.336032687552287,73.93868546872076,344.53190951858267
2025-01-22 00:10:23.850374,18.561585760210406,73.77613997044085,Card,2025-01-22 00:56:23.850374,18.537237181432943,73.86256938032707,256.36132095566023
2024-12-31 01:33:23.850374,18.557108867237222,73.85957263523487,UPI,2024-12-31 03:00:23.850374,18.60295281553209,73.86877255193487,285.8851597080419
2025-01-11 19:32:23.850374,18.540527876239466,73.75301067167884,Wallet,2025-01-11 20:58:23.850374,18.57091271333161,73.84618894280617,352.42774085970444
2025-01-20 19:38:23.850374,18.599529028533375,73.77486311508497,Cash,2025-01-20 20:26:23.850374,18.641758302095447,73.78046755905537,209.28325687244117
2024-12-24 05:27:23.850374,18.568951772144892,73.75303742223859,UPI,2024-12-24 06:06:23.850374,18.488682623636418,73.83256309035177,268.96037946727984
2025-01-10 23:53:23.850374,18.516800052384948,73.968565758179,Wallet,2025-01-11 00:55:23.850374,18.418011823124218,73.90752365978152,338.1157839235825
2025-01-18 15:49:23.850374,18.43312527573691,73.8183881446822,Card,2025-01-18 16:30:23.850374,18.47589573635484,73.78167726281048,210.56241778266926
2025-01-08 01:17:23.850374,18.535876812907663,73.91689872048448,Cash,2025-01-08 02:19:23.850374,18.55874257462167,73.9986334364553,292.920737933868
2025-01-11 20:32:23.850374,18.545792008459976,73.96251889563946,Wallet,2025-01-11 21:29:23.850374,18.55674306340997,73.97035239563071,175.56535007463947
2025-01-06 14:12:23.850374,18.5402681286259,73.9104315125666,UPI,2025-01-06 15:24:23.850374,18.600035934666014,73.8783548774054,285.3259415394381
2025-01-12 06:33:23.850374,18.58822320249188,73.98795964513141,UPI,2025-01-12 07:18:23.850374,18.66713638400462,74.02900090331892,263.7086666618438
2024-12-27 20:49:23.850374,18.522803611657977,73.85557286887317,UPI,2024-12-27 21:30:23.850374,18.458419679539826,73.91961521499712,261.28055071746974
2025-01-07 08:30:23.850374,18.626624528343743,73.96105930380523,Wallet,2025-01-07 09:39:23.850374,18.633985589342785,74.04276914920375,298.95853651586845
2025-01-17 19:13:23.850374,18.460165698547193,73.87165347988724,Wallet,2025-01-17 20:43:23.850374,18.537329514821533,73.84532827670651,347.4205676617226
2025-01-15 04:06:23.850374,18.441343378984808,73.83479560838349,UPI,2025-01-15 04:54:23.850374,18.37742494838335,73.85248793861005,241.26077989279722
2025-01-11 10:38:23.850374,18.58972647284844,73.97472986035075,UPI,2025-01-11 10:59:23.850374,18.508642159314576,73.99786095934593,195.8843679619646
2025-01-17 21:34:23.850374,18.581947735977042,73.85657563407615,Cash,2025-01-17 22:09:23.850374,18.572882568171703,73.75788233190013,242.42814694285326
2025-01-01 14:54:23.850374,18.4356761624282,73.98201318969689,Cash,2025-01-01 15:28:23.850374,18.446823300236527,73.98414148649373,124.96707325678625
2025-01-11 14:38:23.850374,18.561082113029148,73.88012939036848,Card,2025-01-11 15:53:23.850374,18.51078876769732,73.89109589107422,260.51640242715666
2024-12-30 14:53:23.850374,18.62153244734274,73.87284985781172,UPI,2024-12-30 15:48:23.850374,18.689931119886065,73.80746201188141,291.2270668340976
2025-01-14 21:27:23.850374,18.520838554958047,73.89187218440861,UPI,2025-01-14 22:11:23.850374,18.440792306184633,73.86849171523234,240.8978839177447
2025-01-11 23:48:23.850374,18.535735607593548,73.80840687175703,UPI,2025-01-12 00:22:23.850374,18.486909056148114,73.87217630170947,221.69825272619624
2025-01-18 18:34:23.850374,18.578789070788687,73.91939884928748,Card,2025-01-18 19:47:23.850374,18.500023679268917,73.94051107921726,300.5994697196883
2025-01-19 17:33:23.850374,18.560851340052583,73.97912884546163,Cash,2025-01-19 18:37:23.850374,18.479972031459567,73.98426341879784,281.5899533717214
2025-01-19 11:17:23.850374,18.462456934897794,73.8468205692072,UPI,2025-01-19 11:39:23.850374,18.481820041717285,73.76344246563619,211.264298023134
